code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_start_t,foot_end_t,stress_end_t,wrd_fin_syl_start_t,wrd_end_t,v_onset_t,v_offset_t,s_t,e_t,l_t,h_t,l_syl_start_t,l_syl_end_t,h_syl_start_t,h_syl_end_t,v_grand_mean_t,l_grand_mean_t,h_grand_mean_t,s_grand_mean_t,e_grand_mean_t,v_syl,l_syl,h_syl,s_f0,e_f0,v_onset_f0,l_f0,h_f0,slope_st,utt_mean_f0,utt_med_f0,f0_mean,f0_SD,location
F12_MYN2_3,F12,F,MYN2,3,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,2,2,2,L*H,% (*) L*H L%,%,L%,V,1071,244,598,1071,859,859,1071,665,796,17,1011,743,893,598,859,859,1071,542,615,750,11,843,6,6,7,88.68,84.21,87.57,86.70,92.43,45.027,89.24,89.09,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN2_4,F12,F,MYN2,4,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,1,3,1,(*),% (*) L*H L%,%,L%,V,1006,223,223,598,446,223,446,285,365,16,987,358,457,223,446,446,530,199,258,342,12,871,3,3,4,89.04,84.06,88.73,87.54,88.65,13.841,88.22,88.28,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN2_4,F12,F,MYN2,4,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,2,2,2,L*H,% (*) L*H L%,%,L%,V,1006,223,598,1006,838,838,1006,657,787,16,987,729,848,598,838,838,1006,540,613,733,12,871,6,6,7,89.04,84.06,88.40,88.03,93.00,47.994,90.61,90.67,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN2_5,F12,F,MYN2,5,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,1,3,1,(*),% (*) L*H L%,%,L%,V,1058,266,266,633,483,266,483,339,401,16,1039,390,505,266,483,483,565,210,252,356,11,872,3,3,4,88.69,84.40,87.24,86.60,87.14,5.72,86.94,86.96,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN2_5,F12,F,MYN2,5,Do you LIVE in the VALLey,232,MYN2_232,7,2,2,2,2,2,L*H,% (*) L*H L%,%,L%,V,1058,266,633,1058,878,878,1058,700,836,16,1039,772,926,633,878,878,1058,546,618,768,11,872,6,6,7,88.69,84.40,87.69,86.71,92.09,45.506,89.06,88.90,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN3_1,F12,F,MYN3,1,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,(*),% (*) L*H L%,%,L%,V,1368,323,323,654,509,509,600,378,431,54,1150,423,518,323,509,509,600,290,331,419,48,995,3,3,4,88.62,82.32,88.90,87.81,88.80,11.506,88.25,88.24,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN3_1,F12,F,MYN3,1,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% (*) L*H L%,%,L%,V,1368,323,654,1368,881,966,1368,717,827,54,1150,769,950,654,881,881,966,605,654,815,48,995,6,6,7,88.62,82.32,87.31,86.72,91.50,30.632,88.09,87.04,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN3_2,F12,F,MYN3,2,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,(*),% (*) L*H L%,%,L%,V,1439,349,349,663,541,541,609,401,451,49,1155,445,553,349,541,541,609,285,324,425,42,969,3,3,4,87.78,82.56,89.03,87.79,88.42,7.083,88.06,88.06,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN3_2,F12,F,MYN3,2,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% (*) L*H L%,%,L%,V,1439,349,663,1439,867,975,1439,725,821,49,1155,798,951,663,867,867,975,610,688,813,42,969,6,6,7,87.78,82.56,87.27,86.66,93.39,55.778,89.41,88.95,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN3_3,F12,F,MYN3,3,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,(*),% (*) L*H L%,%,L%,V,1447,341,341,659,526,526,612,400,450,54,1162,443,538,341,526,526,612,294,333,422,44,969,3,3,4,87.07,81.67,88.72,87.38,88.12,9.762,87.67,87.65,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN3_3,F12,F,MYN3,3,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% (*) L*H L%,%,L%,V,1447,341,659,1447,898,983,1447,727,853,54,1162,811,968,659,898,898,983,606,683,816,44,969,6,6,7,87.07,81.67,87.11,86.11,91.65,41.452,88.82,88.67,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN3_4,F12,F,MYN3,4,Have you HIDDen the VALuaables,233,MYN3_233,8,2,2,1,3,2,(*),% (*) L*H L%,%,L%,V,1461,328,328,655,536,536,616,391,442,58,1160,443,546,328,536,536,616,291,334,421,48,964,3,3,4,87.40,82.42,88.25,87.30,88.20,10.647,87.86,87.91,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN3_4,F12,F,MYN3,4,Have you HIDDen the VALuaables,233,MYN3_233,8,2,2,2,3,3,L*H,% (*) L*H L%,%,L%,V,1461,328,655,1461,887,981,1461,727,838,58,1160,779,961,655,887,887,981,612,661,813,48,964,6,6,7,87.40,82.42,87.05,85.96,90.94,31.821,87.50,86.51,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN3_5,F12,F,MYN3,5,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,1,3,2,(*),% (*) L*H L%,%,L%,V,1337,314,314,634,517,517,585,378,435,43,1142,428,531,314,517,517,585,293,335,428,39,1004,3,3,4,87.33,82.65,87.62,87.07,87.75,7.325,87.41,87.43,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F12_MYN3_5,F12,F,MYN3,5,Have you HIDDen the VALuables,233,MYN3_233,8,2,2,2,3,3,L*H,% (*) L*H L%,%,L%,V,1337,314,634,1337,872,961,1337,701,824,43,1142,782,943,634,872,872,961,605,680,814,39,1004,6,6,7,87.33,82.65,86.83,85.61,90.78,39.367,87.77,87.33,89.54,3.125,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F12/sentence_modes/
F15_MDC1_4,F15,F,MDC1,4,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,>H*,%H >H* L*H %,%H,%,V,1047,34,34,475,280,280,414,124,227,0,880,201,347,34,280,280,414,164,241,389,0,909,2,2,3,87.84,86.17,87.14,85.94,86.91,11.03,85.96,85.83,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC1_4,F15,F,MDC1,4,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,%H >H* L*H %,%H,%,V,1047,34,475,1047,801,801,1047,551,722,0,880,677,873,475,801,801,1047,592,710,902,0,909,5,5,6,87.84,86.17,85.28,82.72,86.14,20.994,84.49,84.46,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC1_5,F15,F,MDC1,5,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,L*H,%H L*H L*H %,%H,%,V,1002,40,40,464,252,252,388,91,198,0,838,201,311,40,252,252,388,134,260,380,0,913,2,2,3,85.14,84.31,84.96,83.60,85.94,24.432,84.81,84.79,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC1_5,F15,F,MDC1,5,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,%H L*H L*H %,%H,%,V,1002,40,464,1002,750,755,1002,520,660,0,838,615,801,464,755,755,1002,580,679,874,0,913,5,5,6,85.14,84.31,83.91,82.11,84.51,15.962,83.19,83.08,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC1_6,F15,F,MDC1,6,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,>!H*,%H >!H* L*H %,%H,%,V,1027,47,47,503,298,298,444,136,258,0,891,255,351,47,298,298,444,162,277,370,0,926,2,2,3,87.49,84.12,86.50,83.86,84.21,10.261,83.74,83.65,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC1_6,F15,F,MDC1,6,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,%H >!H* L*H %,%H,%,V,1027,47,503,1027,805,805,1027,560,713,0,891,669,874,503,805,805,1027,579,689,906,0,926,5,5,6,87.49,84.12,83.18,79.85,84.39,22.392,81.76,81.62,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC1_7,F15,F,MDC1,7,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V,1006,45,45,528,321,321,463,157,251,0,898,230,366,45,321,321,463,174,239,364,0,930,2,2,3,83.34,82.07,84.35,83.54,85.29,14.559,84.39,84.36,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC1_7,F15,F,MDC1,7,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V,1006,45,528,1006,825,825,1006,575,719,0,898,682,886,528,825,825,1006,569,679,913,0,930,5,5,6,83.34,82.07,81.92,80.06,82.18,12.731,81.23,81.29,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC1_8,F15,F,MDC1,8,i VALued the VASes,132,MDC1_132,6,1,2,1,3,2,>H*,% >H* L*H %,%,%,V,1061,57,57,495,286,286,430,129,231,16,898,222,356,57,286,286,430,152,251,388,21,916,2,2,3,86.03,84.12,87.85,86.21,86.51,2.631,86.12,86.10,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC1_8,F15,F,MDC1,8,i VALued the VASes,132,MDC1_132,6,1,2,2,2,2,L*H,% >H* L*H %,%,%,V,1061,57,495,1061,803,810,1061,567,723,16,898,681,872,495,810,810,1061,591,701,890,21,916,5,5,6,86.03,84.12,83.76,81.31,84.14,16.054,82.52,82.35,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC2_1,F15,F,MDC2,1,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,(*),%H (*) L*H %,%H,%,V,692,69,69,349,220,69,220,110,177,11,670,161,302,69,220,220,307,121,181,342,12,769,2,2,3,88.41,87.50,87.52,86.14,86.19,1.301,85.84,85.83,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC2_1,F15,F,MDC2,1,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,L*H,%H (*) L*H %,%H,%,V,692,69,349,692,571,571,692,393,514,11,670,520,643,349,571,571,692,450,589,735,12,769,5,5,6,88.41,87.50,86.04,84.19,88.02,38.277,85.97,85.98,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC2_2,F15,F,MDC2,2,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,(*),%H (*) L*H %,%H,%,V,724,67,67,366,224,67,224,115,180,0,710,351,82,312,366,67,224,127,387,90,0,779,2,4,2,86.73,87.28,87.25,85.58,87.45,-7.048,86.28,86.11,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC2_2,F15,F,MDC2,2,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,L*H,%H (*) L*H %,%H,%,V,724,67,366,724,603,603,724,418,552,0,710,543,682,366,603,603,724,455,583,744,0,779,5,5,6,86.73,87.28,85.38,83.20,87.61,36.93,85.21,85.11,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC2_3,F15,F,MDC2,3,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,(*),%H (*) L*H %,%H,%,V,725,76,76,376,227,76,227,131,191,2,703,361,129,325,376,76,227,137,386,135,2,769,2,4,2,86.32,86.79,86.64,84.53,86.65,-9.414,85.37,85.21,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC2_3,F15,F,MDC2,3,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,L*H,%H (*) L*H %,%H,%,V,725,76,376,725,600,600,725,424,556,2,703,556,682,376,600,600,725,454,597,744,2,769,5,5,6,86.32,86.79,84.21,82.94,86.93,36.134,84.67,84.54,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC2_4,F15,F,MDC2,4,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,>H*,% >H* L*H %,%,%,V,772,70,70,388,239,70,239,124,184,18,746,86,277,70,239,239,346,130,90,285,19,766,2,2,3,84.13,86.51,84.80,84.60,85.73,6.188,85.07,84.88,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC2_4,F15,F,MDC2,4,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,L*H,% >H* L*H %,%,%,V,772,70,388,772,640,640,772,448,589,18,746,577,724,388,640,640,772,460,584,741,19,766,5,5,6,84.13,86.51,84.14,82.29,86.69,34.667,84.23,84.09,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC2_5,F15,F,MDC2,5,i LIVE in the VALLey,132,MDC2_132,6,1,2,1,3,1,(*),%H (*) L*H %,%H,%,V,737,70,70,370,234,70,234,118,177,17,711,151,331,70,234,234,335,125,160,344,18,769,2,2,3,85.03,83.78,84.24,83.35,83.37,1.096,83.40,83.42,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC2_5,F15,F,MDC2,5,i LIVE in the VALLey,132,MDC2_132,6,1,2,2,2,2,L*H,%H (*) L*H %,%H,%,V,737,70,370,737,592,592,737,432,549,17,711,563,684,370,592,592,737,470,613,741,18,769,5,5,6,85.03,83.78,83.47,81.71,84.60,26.37,82.91,82.76,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC3_1,F15,F,MDC3,1,I've HIDDen the VALuables,133,MDC3_133,7,1,2,1,3,2,>H*,% >H* L*H %,%,%,V,1065,121,121,405,290,290,361,183,231,20,857,208,320,121,290,290,361,200,226,351,23,926,2,2,3,87.42,87.47,87.99,87.95,89.37,16.88,88.53,88.49,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC3_1,F15,F,MDC3,1,I've HIDDen the VALuables,133,MDC3_133,7,1,2,2,3,3,L*H,% >H* L*H %,%,%,V,1065,121,405,1065,625,689,1065,460,569,20,857,577,773,405,625,689,1065,520,643,843,23,926,5,5,7,87.42,87.47,87.99,85.14,87.71,12.787,86.48,86.59,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC3_2,F15,F,MDC3,2,I've HIDDen the VALuables,133,MDC3_133,7,1,2,1,3,2,>H*,% >H* L*H %,%,%,V,1157,139,139,464,314,314,434,207,256,9,965,244,412,139,314,314,434,204,240,390,9,947,2,2,3,86.74,87.57,87.67,87.45,89.14,11.836,88.36,88.36,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC3_2,F15,F,MDC3,2,I've HIDDen the VALuables,133,MDC3_133,7,1,2,2,3,3,L*H,% >H* L*H %,%,%,V,1157,139,464,1157,690,770,1157,532,641,9,965,623,877,464,690,770,1157,532,625,863,9,947,5,5,7,86.74,87.57,86.97,83.96,88.33,17.877,86.50,86.63,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
F15_MDC3_3,F15,F,MDC3,3,I've HIDDen the VALuables,133,MDC3_133,7,1,2,1,3,2,>H*,% >H* L*H %,%,%,V,1129,118,118,425,304,304,393,183,242,27,904,228,322,118,304,304,393,197,239,329,31,922,2,2,3,85.94,86.13,86.65,86.51,88.20,22.401,87.36,87.36,86.28,2.154,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F15/sentence_modes/
